"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
38,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
47,"High School","Married","Service","Male",40,"United-States","<=50K"
42,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Male",35,"United-States","<=50K"
30,"High School","Married","Adm-clerical","Male",40,"United-States","<=50K"
43,"College Education","Married","Sales","Male",40,"United-States",">50K"
34,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
57,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",10,"United-States","<=50K"
46,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
32,"College Education","Married","Blue-Collar","Male",55,"United-States","<=50K"
20,"Basic Education","Never-married","Blue-Collar","Female",11,"Others","<=50K"
47,"College Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",50,"United-States","<=50K"
53,"Basic Education","Married","White-Collar","Male",50,"Others",">50K"
43,"Bachelors","Married","Sales","Male",65,"United-States",">50K"
80,"Basic Education","Married","Farming-fishing","Male",30,"United-States","<=50K"
24,"College Education","Never-married","Service","Female",40,"Others","<=50K"
43,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
22,"High School","Never-married","Service","Male",40,"United-States","<=50K"
40,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States","<=50K"
48,"High School","Married","White-Collar","Male",50,"United-States",">50K"
51,"High School","Married","Blue-Collar","Male",45,"United-States",">50K"
24,"High School","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
19,"High School","Never-married","Service","Female",40,"United-States","<=50K"
34,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",30,"United-States","<=50K"
24,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
41,"Bachelors","Married","Blue-Collar","Male",48,"Others",">50K"
24,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",38,"United-States","<=50K"
22,"College Education","Never-married","Service","Male",40,"United-States","<=50K"
32,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
41,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",55,"United-States","<=50K"
20,"College Education","Never-married","Service","Male",35,"United-States","<=50K"
31,"High School","Never-married","Service","Male",40,"United-States","<=50K"
55,"Bachelors","Married","White-Collar","Male",18,"United-States",">50K"
26,"Bachelors","Never-married","Sales","Male",40,"United-States","<=50K"
27,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",70,"United-States","<=50K"
35,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
40,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Male",60,"Others","<=50K"
59,"College Education","Married","White-Collar","Male",34,"United-States","<=50K"
61,"College Education","Married","Sales","Male",45,"United-States",">50K"
31,"High School","Never-married","Sales","Female",40,"United-States","<=50K"
43,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","Service","Male",60,"United-States",">50K"
61,"Basic Education","Never-married","Service","Male",40,"United-States","<=50K"
54,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",30,"United-States","<=50K"
30,"College Education","Married","Sales","Male",50,"United-States","<=50K"
20,"College Education","Never-married","Sales","Female",50,"United-States","<=50K"
27,"Advanced Education","Never-married","White-Collar","Female",50,"Others","<=50K"
44,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",60,"United-States","<=50K"
64,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"Others","<=50K"
55,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
34,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",55,"United-States","<=50K"
61,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",35,"United-States","<=50K"
34,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",40,"United-States","<=50K"
47,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
26,"Bachelors","Never-married","Adm-clerical","Male",45,"United-States","<=50K"
35,"High School","Never-married","Service","Male",40,"United-States","<=50K"
36,"Bachelors","Married","White-Collar","Male",38,"United-States","<=50K"
47,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
17,"High School","Never-married","Service","Female",25,"United-States","<=50K"
35,"College Education","Married","White-Collar","Male",60,"United-States","<=50K"
33,"Advanced Education","Never-married","White-Collar","Male",20,"United-States","<=50K"
25,"College Education","Married","Adm-clerical","Female",40,"United-States","<=50K"
18,"High School","Never-married","Sales","Male",10,"United-States","<=50K"
47,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",38,"United-States","<=50K"
44,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",30,"United-States","<=50K"
41,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",30,"United-States","<=50K"
30,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
53,"College Education","Married","Farming-fishing","Male",50,"United-States","<=50K"
53,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",20,"United-States","<=50K"
40,"High School","Married","Sales","Female",20,"United-States","<=50K"
24,"College Education","Never-married","Adm-clerical","Male",24,"United-States","<=50K"
27,"Bachelors","Never-married","Sales","Male",40,"United-States","<=50K"
50,"Basic Education","Married","Blue-Collar","Male",37,"Others","<=50K"
36,"High School","Married","Blue-Collar","Male",50,"United-States","<=50K"
41,"Basic Education","Married","Blue-Collar","Male",40,"Others",">50K"
41,"Advanced Education","Never-married","White-Collar","Female",40,"United-States","<=50K"
31,"High School","Never-married","Service","Female",40,"United-States","<=50K"
32,"Bachelors","Married","White-Collar","Male",40,"United-States","<=50K"
22,"College Education","Never-married","Blue-Collar","Male",48,"United-States","<=50K"
22,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
18,"High School","Never-married","White-Collar","Male",30,"United-States","<=50K"
39,"Bachelors","Married","White-Collar","Male",30,"United-States","<=50K"
38,"High School","Married","White-Collar","Female",55,"United-States","<=50K"
35,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
23,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
54,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
36,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
63,"High School","Married","White-Collar","Male",55,"United-States","<=50K"
39,"College Education","Married","White-Collar","Male",48,"United-States","<=50K"
57,"College Education","Married","Sales","Male",60,"United-States",">50K"
58,"Advanced Education","Married","White-Collar","Male",50,"United-States",">50K"
29,"Bachelors","Never-married","Adm-clerical","Female",40,"Others","<=50K"
17,"High School","Never-married","Sales","Female",20,"United-States","<=50K"
40,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
69,"College Education","Married","Service","Female",15,"United-States","<=50K"
28,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",40,"United-States","<=50K"
38,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
44,"Advanced Education","Never-married","White-Collar","Male",40,"United-States",">50K"
45,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
33,"Bachelors","Married","Adm-clerical","Male",40,"United-States","<=50K"
41,"College Education","Married","Service","Male",40,"United-States",">50K"
37,"High School","Married","Sales","Male",60,"United-States",">50K"
50,"College Education","Married","Sales","Male",45,"United-States",">50K"
48,"Bachelors","Married","White-Collar","Male",50,"United-States","<=50K"
36,"College Education","Married","White-Collar","Male",60,"United-States",">50K"
21,"College Education","Never-married","Service","Female",37,"United-States","<=50K"
37,"College Education","Married","Farming-fishing","Male",40,"United-States","<=50K"
20,"College Education","Never-married","White-Collar","Female",20,"United-States","<=50K"
54,"High School","Married","Sales","Female",30,"United-States","<=50K"
28,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",40,"United-States","<=50K"
27,"College Education","Never-married","White-Collar","Male",40,"United-States","<=50K"
33,"College Education","Never-married","Service","Female",40,"United-States","<=50K"
40,"Advanced Education","Never-married","White-Collar","Male",45,"United-States",">50K"
47,"Advanced Education","Married","Sales","Male",40,"United-States",">50K"
44,"Basic Education","Never-married","Blue-Collar","Female",40,"Others","<=50K"
25,"High School","Never-married","Service","Male",43,"United-States","<=50K"
35,"Bachelors","Married","White-Collar","Male",55,"United-States","<=50K"
29,"College Education","Married","Sales","Female",25,"United-States","<=50K"
30,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
30,"College Education","Married","Service","Male",40,"United-States","<=50K"
56,"Basic Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
25,"Bachelors","Never-married","White-Collar","Male",30,"United-States","<=50K"
28,"High School","Never-married","Service","Male",40,"United-States","<=50K"
43,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
47,"High School","Married","Service","Male",60,"United-States",">50K"
46,"Bachelors","Married","Blue-Collar","Male",40,"United-States","<=50K"
41,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",35,"United-States","<=50K"
38,"College Education","Married","Adm-clerical","Female",33,"United-States",">50K"
29,"High School","Never-married","Service","Male",40,"United-States","<=50K"
25,"Basic Education","Never-married","Blue-Collar","Male",40,"Others","<=50K"
56,"High School","Married","Blue-Collar","Male",45,"United-States","<=50K"
31,"Basic Education","Married","Service","Male",40,"United-States","<=50K"
22,"High School","Never-married","Service","Male",40,"United-States","<=50K"
31,"High School","Never-married","Service","Male",40,"United-States","<=50K"
28,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
53,"Bachelors","Married","White-Collar","Male",40,"United-States","<=50K"
45,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",50,"United-States",">50K"
71,"Basic Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",10,"United-States","<=50K"
39,"High School","Married","Blue-Collar","Male",50,"United-States",">50K"
19,"High School","Married","Sales","Female",40,"United-States","<=50K"
34,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
36,"High School","Married","Adm-clerical","Male",45,"United-States","<=50K"
40,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
90,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"Others","<=50K"
56,"Advanced Education","Married","White-Collar","Male",16,"United-States","<=50K"
21,"High School","Never-married","White-Collar","Female",40,"United-States","<=50K"
48,"Bachelors","Married","White-Collar","Male",45,"United-States",">50K"
45,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",27,"United-States","<=50K"
46,"High School","Married","Blue-Collar","Male",40,"United-States",">50K"
64,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",35,"United-States","<=50K"
29,"Advanced Education","Never-married","White-Collar","Male",40,"Others","<=50K"
22,"High School","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",30,"Others","<=50K"
47,"High School","Married","Blue-Collar","Male",48,"Others",">50K"
67,"Bachelors","Married","White-Collar","Male",75,"United-States",">50K"
43,"High School","Married","Service","Male",40,"United-States","<=50K"
42,"College Education","Married","Sales","Male",40,"United-States","<=50K"
31,"College Education","Married","Service","Male",50,"United-States","<=50K"
53,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
81,"Basic Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",5,"United-States","<=50K"
33,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
17,"High School","Never-married","Service","Female",8,"United-States","<=50K"
28,"High School","Never-married","Service","Male",30,"United-States","<=50K"
24,"College Education","Never-married","Sales","Female",40,"United-States","<=50K"
40,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",45,"United-States","<=50K"
30,"Advanced Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
24,"High School","Never-married","Blue-Collar","Female",40,"United-States","<=50K"
26,"Advanced Education","Married","Sales","Female",40,"United-States","<=50K"
38,"College Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",38,"United-States","<=50K"
30,"High School","Married","White-Collar","Male",40,"United-States",">50K"
33,"Bachelors","Married","White-Collar","Male",50,"United-States","<=50K"
40,"High School","Married","Sales","Male",60,"United-States",">50K"
63,"High School","Married","Farming-fishing","Male",98,"United-States","<=50K"
23,"Basic Education","Never-married","Blue-Collar","Male",36,"United-States","<=50K"
56,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
42,"College Education","Married","White-Collar","Male",60,"United-States","<=50K"
40,"High School","Never-married","Blue-Collar","Male",40,"Others","<=50K"
49,"College Education","Married","Sales","Female",40,"United-States",">50K"
52,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",35,"United-States","<=50K"
28,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
35,"High School","Married","Blue-Collar","Male",70,"United-States","<=50K"
43,"High School","Never-married","Blue-Collar","Male",35,"United-States","<=50K"
29,"Advanced Education","Never-married","White-Collar","Male",50,"Others",">50K"
23,"Bachelors","Never-married","Blue-Collar","Male",25,"United-States","<=50K"
50,"College Education","Married","Adm-clerical","Male",48,"United-States","<=50K"
34,"College Education","Never-married","Service","Male",40,"United-States","<=50K"
19,"High School","Never-married","Service","Male",40,"United-States","<=50K"
47,"High School","Married","Blue-Collar","Female",40,"United-States","<=50K"
37,"College Education","Married","Farming-fishing","Male",40,"United-States","<=50K"
25,"High School","Never-married","Sales","Female",35,"United-States","<=50K"
75,"College Education","Married","White-Collar","Male",35,"United-States",">50K"
24,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
28,"Bachelors","Never-married","White-Collar","Male",20,"United-States","<=50K"
17,"High School","Never-married","Service","Female",16,"United-States","<=50K"
31,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
31,"Basic Education","Never-married","Service","Female",35,"Others","<=50K"
45,"Bachelors","Married","White-Collar","Male",55,"United-States",">50K"
31,"High School","Never-married","Blue-Collar","Male",42,"United-States","<=50K"
27,"Bachelors","Married","White-Collar","Male",42,"United-States",">50K"
48,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",38,"United-States","<=50K"
34,"Bachelors","Married","Service","Male",30,"United-States","<=50K"
26,"High School","Never-married","Blue-Collar","Female",40,"United-States","<=50K"
53,"College Education","Married","White-Collar","Male",40,"United-States","<=50K"
60,"Bachelors","Married","White-Collar","Male",35,"United-States",">50K"
49,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",50,"United-States","<=50K"
40,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
48,"High School","Married","Farming-fishing","Male",80,"United-States","<=50K"
23,"Bachelors","Never-married","White-Collar","Male",50,"United-States","<=50K"
42,"College Education","Married","White-Collar","Male",40,"United-States",">50K"
37,"High School","Never-married","Farming-fishing","Male",85,"United-States","<=50K"
27,"High School","Never-married","Blue-Collar","Female",45,"United-States","<=50K"
38,"College Education","Married","White-Collar","Male",44,"United-States",">50K"
27,"High School","Never-married","Blue-Collar","Male",35,"Others","<=50K"
75,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
49,"Bachelors","Married","Sales","Male",52,"United-States",">50K"
27,"College Education","Never-married","Sales","Male",20,"United-States","<=50K"
36,"Bachelors","Never-married","Farming-fishing","Male",50,"Others","<=50K"
36,"Bachelors","Married","White-Collar","Male",45,"United-States",">50K"
35,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Male",35,"United-States","<=50K"
36,"High School","Married","Sales","Male",40,"United-States",">50K"
53,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
27,"College Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
34,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",35,"United-States","<=50K"
61,"College Education","Married","Sales","Male",44,"United-States",">50K"
29,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",56,"United-States","<=50K"
40,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",35,"United-States","<=50K"
37,"Advanced Education","Never-married","White-Collar","Male",40,"United-States",">50K"
22,"Basic Education","Never-married","Service","Male",30,"United-States","<=50K"
43,"College Education","Married","White-Collar","Male",40,"United-States","<=50K"
55,"High School","Married","Farming-fishing","Male",30,"United-States","<=50K"
28,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
23,"Bachelors","Never-married","Service","Female",30,"United-States","<=50K"
64,"High School","Married","Blue-Collar","Male",40,"United-States",">50K"
46,"College Education","Never-married","Service","Male",40,"United-States","<=50K"
29,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
44,"Advanced Education","Married","White-Collar","Male",48,"Others","<=50K"
20,"College Education","Never-married","White-Collar","Male",25,"United-States","<=50K"
62,"College Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",40,"United-States","<=50K"
49,"College Education","Never-married","White-Collar","Female",35,"Others","<=50K"
29,"High School","Married","Farming-fishing","Female",40,"United-States","<=50K"
35,"Bachelors","Married","Sales","Male",60,"Others","<=50K"
39,"High School","Married","Blue-Collar","Male",30,"United-States","<=50K"
39,"Bachelors","Never-married","White-Collar","Male",45,"United-States","<=50K"
37,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",32,"United-States","<=50K"
38,"High School","Married","Service","Male",30,"Others","<=50K"
